INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,1,4,1,ANANY LEVITIN,CS269,D,497,PEARSON,now(),0000-00-00 00:00:00
FUNDAMENTAL OF COMPUTER ALGORITHMS,1,4,1,ELLIS HOROWITZ,CS270,2ND,497,PEARSON,now(),0000-00-00 00:00:00
FUNDAMENTAL OF COMPUTER ALGORITHMS,1,4,1,ELLIS HOROWITZ,CS271,2ND,524,PEARSON,now(),0000-00-00 00:00:00
FUNDAMENTAL OF COMPUTER ALGORITHMS,1,4,1,J S MANGAT,CS272,2008,524,PEARSON,now(),0000-00-00 00:00:00
ANALYSIS  AND DESIGN OF ALGORITHMS,1,4,1,J S MANGAT,CS273,2008,524,PEARSON,now(),0000-00-00 00:00:00
DATA STRUCTURES & ALGORITHMS,1,4,1,ALFRED V AHO,CS274,2005,773,UNIVERSITY SCIENCE PRESS,now(),0000-00-00 00:00:00
DESIGN AND ANALYSIS OF ALGORITHMS,1,4,1,A A PUTEMBEKAR,CS275,1ST,773,UNIVERSITY SCIENCE PRESS,now(),0000-00-00 00:00:00
ALGORITHMS,1,4,1,SANJAY DAS GUOTA,CS276,1ST,221,INTERLINE,now(),0000-00-00 00:00:00
DATA STRUCTURE AND ALGORITHMS ,1,4,1,ARUP KR BHAUMIK,CS277,1ST/2009,221,INTERLINE,now(),0000-00-00 00:00:00
ANALYSIS  AND DESIGN OF ALGORITHMS,1,4,1,PROF.S NANDA GOPALAN,CS278,1ST,443,PEARSON,now(),0000-00-00 00:00:00
ANALYSIS  AND DESIGN OF ALGORITHMS,1,4,1,PROF.S NANDA GOPALAN,CS279,4TH,,TECHNICAL,now(),0000-00-00 00:00:00
DATA STRUCTURES & APPLICATION ,1,3,1,A A PUTEMBEKAR,CS280,1ST,320,TATA MCGREW,now(),0000-00-00 00:00:00
MASTERING C++,1,5,1,K R VENUGOPAL,CS281,2013,414,S CHAND,now(),0000-00-00 00:00:00
LET US C++,1,5,1,YASHAVANT KANETHKAR,CS282,2ND,362,SPANA BOOK,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,SOURAV SAHAY,CS283,1ST,481,SPANA BOOK,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,SOURAV SAHAY,CS284,1ST,,TECHNICAL,now(),0000-00-00 00:00:00
C++ PROGRAMMING TODAY,1,5,1,BARBARA JHONSTON,CS285,1ST,883,MCGRAW,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,DR. N V SUBHA REDDY,CS286,1ST,633,P P PUBLICATION,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,E BALAGURUSWAMY,CS287,5TH ,473,OXFORD UNIVERSITY PRESS,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,DR.N V SUBHA REDDY,CS288,1ST,463,OXFORD UNIVERSITY PRESS,now(),0000-00-00 00:00:00
ILLUSTRATED PROGRAMMING WITH C++,1,5,1,DILIP MALLI,CS289,2009,729,PEARSON,now(),0000-00-00 00:00:00
PROGRAMMING WITH C++,1,5,1,B RAVINCHANDRAAN,CS290,2001,336,RAJESWARI,now(),0000-00-00 00:00:00
MASTERING C++,1,5,1,K R VENUGOPAL,CS291,2ND/2013,556,TATA MCGREW,now(),0000-00-00 00:00:00
MASTERING C++,1,5,1,K R VENUGOPAL,CS292,2ND,336,RAJESWARI,now(),0000-00-00 00:00:00
MASTERING C++,1,5,1,K R VENUGOPAL,CS293,2ND,286,PENRAM INTERNATIONAL,now(),0000-00-00 00:00:00
THINKING IN C++,1,5,1,SUNIL K PANDAY,CS294,6TH ,607,MCGRAW,now(),0000-00-00 00:00:00
C++ PROGRAMMING  MANUAL,1,5,1,S M MAHESH,CS295,1ST,883,MCGRAW,now(),0000-00-00 00:00:00
C++ SOLUTION,1,5,1,DAVID VANDEVOORDE,CS296,1999,883,MCGRAW,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING WITH C++,1,5,1,CHETHAN H,CS297,2ND,883,MCGRAW,now(),0000-00-00 00:00:00
THE COMPLETE REFERENCE C++,1,5,1,HERBERT SCHILDT,CS298,4TH,350,SANJEEV KUMAR,now(),0000-00-00 00:00:00
THE COMPLETE REFERENCE C++,1,5,1,HERBERT SCHILDT,CS299,4TH,106,,now(),0000-00-00 00:00:00
THE COMPLETE REFERENCE C++,1,5,1,HERBERT SCHILDT,CS300,4TH,292,ADDISON WESLEY,now(),0000-00-00 00:00:00
THE COMPLETE REFERENCE C++,1,5,1,HERBERT SCHILDT,CS301,4TH,436,INTERLINE,now(),0000-00-00 00:00:00
PRINCIPLES OF COMPILER DESIGN,1,6,1,ALFRED V AHO,CS302,1998,1023,MCGRAW,now(),0000-00-00 00:00:00
PRINCIPLES OF COMPILER DESIGN,1,6,1,V RAGHAVAN,CS303,2ND,1023,MCGRAW,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,G SUDHA SADASHIVAM,CS304,2010,1023,MCGRAW,now(),0000-00-00 00:00:00
COMPILER ,1,6,1,ALFRED V AHO,CS305,2ND,1023,MCGRAW,now(),0000-00-00 00:00:00
COMPILER ,1,6,1,ALFRED V AHO,CS306,2ND,612,NAROSA,now(),0000-00-00 00:00:00
COMPILER ,1,6,1,ALFRED V AHO,CS307,2ND,581,MCGRAW,now(),0000-00-00 00:00:00
COMPILER ,1,6,1,ALFRED V AHO,CS308,2ND,,SCIETH,now(),0000-00-00 00:00:00
COMPILER ,1,6,1,ALFRED V AHO,CS309,2ND,1009,PEARSON,now(),0000-00-00 00:00:00
CRAFTING A COMPILER WITH C ,1,6,1,,CS311,2009,603,PEARSON,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,CHARLES N FISHER,CS312,1ST,603,PEARSON,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,A A PUTEMBEKAR,CS313,1ST,796,PEARSON,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,VENKATESH N BAITIPULI,CS314,1ST,,,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,SANDEEP SAXENE,CS315,1ST,812,PEARSON,now(),0000-00-00 00:00:00
COMPILER DESIGN,1,6,1,ADESH K PANDEY,CS316,1ST,,TECHNICAL,now(),0000-00-00 00:00:00
COMPILER  CONSRTUCTIONS ,1,6,1,ADESH K PANDEY,CS317,1ST,332,,now(),0000-00-00 00:00:00
PRINCIPLES OF COMPILER DESIGN,1,6,1,K B N SUNITHA,CS318,2ND,417,NIRAJ,now(),0000-00-00 00:00:00
COMPILER CONSTRUCTION PRINCIPLES & PRACTICE,1,6,1,NANDINI PRASAD K S,CS319,1997,508,S K KATARIA & SONS,now(),0000-00-00 00:00:00
PRINCIPLES OF COMPILER DESIGN,1,6,1,K ENNETH C LOUDEN,CS320,2011,508,S K KATARIA & SONS,now(),0000-00-00 00:00:00
OPERATION RESEARCH THEORY AND APPLICATIONS,1,6,1,V RAGHAVAN,CS321,5TH ,553,PEARSON,now(),0000-00-00 00:00:00
OPERATION RESEARCH ,1,6,1,J K SHARMA,CS322,2011,389,ELSEVIER,now(),0000-00-00 00:00:00
INTRODUCTION TO OPERATION RESEARCH,1,6,1,SREENIVAS REDDY M,CS323,9TH,582,,now(),0000-00-00 00:00:00
INTRODUCTION TO OPERATION RESEARCH,1,6,1,FREDRICK S HILLER,CS324,9TH,581,TATA MCGREW,now(),0000-00-00 00:00:00
OPERATION RESEARCH,1,6,1,FREDRICK S HILLER,CS325,9TH,944,MACILLAN,now(),0000-00-00 00:00:00
OPERATION RESEARCH,1,6,1,HANDY A AHA,CS326,2014,318,,now(),0000-00-00 00:00:00
OPERATION RESEARCH,1,6,1,S D SHARMA,CS327,2005,1102,MCGRAW,now(),0000-00-00 00:00:00
FUNDAMENTAL OF OPERATION RESEARCH,1,6,1,N RAMANATHAN,CS328,2006,823,PEARSON,now(),0000-00-00 00:00:00
DISCRETE EVENT SYSTEM SIMULATION,1,0,1,A JAYAKARA HEGDE,CS329,5TH ,,KEDARNATH,now(),0000-00-00 00:00:00
DISCRETE EVENT SYSTEM SIMULATION,1,0,1,JERRY BANKS,CS330,5TH ,,MCGRAW,now(),0000-00-00 00:00:00
DISCRETE EVENT SYSTEM SIMULATION,1,0,1,JERRY BANKS,CS331,5TH ,,P V KRISHNAN,now(),0000-00-00 00:00:00
SMULATION MODELING &ANALYSIS,1,0,1,JERRY BANKS,CS332,4TH,640,DORLING,now(),0000-00-00 00:00:00
SMULATION MODELING &ANALYSIS,1,0,1,AVERILL M LAW,CS334,2012,768,TATA MCGREW,now(),0000-00-00 00:00:00
SIMULATION,1,0,1,HISASHI KOBAYASHI,CS335,4TH,768,TATA MCGREW,now(),0000-00-00 00:00:00
INTRODUCTION TO SYSTEM MODELING AND SIMULATION ,1,0,1,SHELDON M ROSS,CS336,2012,782,PEARSON,now(),0000-00-00 00:00:00
SYSTEM MODELING & SIMULATION ,1,0,1,NANDINI PRASAD K S,CS337,2015,298,ELSEVIER,now(),0000-00-00 00:00:00
AUTOMATA COMPUTABILITY & COMPLEXITY,1,5,1,RASHMI AMARDEEP,CS338,2015,358,ELSEVIER,now(),0000-00-00 00:00:00
INTRODUCTION TO LANGUAGE & THEORY OF COMPUTATIONS,1,5,1,ELAINE RICH,CS339,3RD,254,SUNSTAR,now(),0000-00-00 00:00:00
INTRODUCTION TO LANGUAGE & THEORY OF COMPUTATIONS,1,5,1,JHON C MARTIN,CS340,3RD,1099,PEARSON,now(),0000-00-00 00:00:00
INTRODUCTION TO LANGUAGE & THEORY OF COMPUTATIONS,1,5,1,JHON C MARTIN,CS341,3RD,543,MCGRAW,now(),0000-00-00 00:00:00
LOGIC IN COMPUTER SCIENCE,1,0,1,JHON C MARTIN,CS342,2ND,543,MCGRAW,now(),0000-00-00 00:00:00
AUTOMATA THEORY LANGUAGE & COMPUTATION,1,5,1,MICHEL HUTN,CS343,3RD,427,CAMBRIDGE UNIVERSITY,now(),0000-00-00 00:00:00
AUTOMATA THEORY LANGUAGE & COMPUTATION,1,5,1,JHON E HOPCRAFT,CS344,3RD,487,PEARSON,now(),0000-00-00 00:00:00
INTRODUCTION TO COMPUTER THEORY,1,0,1,JHON E HOPCRAFT,CS346,2ND,487,PEARSON,now(),0000-00-00 00:00:00
THEORY OF COMPUTER SCIENCE,1,0,1,DANIELE I A COHEN,CS347,3RD,634,WILLEY INDIA,now(),0000-00-00 00:00:00
THEORY OF COMPUTATION ,1,5,1,K L P MISHRA,CS348,2009,422,AS,now(),0000-00-00 00:00:00
INTRODUCTION TO FORMAL  LANGUAGE AUTOMATA THEORY & COMPUTATION,1,5,1,S N SIVANANDAN,CS349,1ST,506,I K INTERNATIONAL,now(),0000-00-00 00:00:00
THEORY OF COMPUTATION ,1,5,1,KAMALA K,CS350,1ST,425,PEARSON,now(),0000-00-00 00:00:00
DISCRETE EVENT SYSTEM SIMULATION,1,0,1,A MALATHI PALANI,CS351,1ST,232,SUBAS STAR,now(),0000-00-00 00:00:00
FUNDAMENTAL OF THEORY OF COMPUTATION ,1,5,1,RAFIYA KOUSER,CS352,1ST,160,SUBAS STAR,now(),0000-00-00 00:00:00
DISCRETE  MATHEMATICS,1,3,1,RAYMOND GREEN LAW,CS353,2004,336,MORGAN  K,now(),0000-00-00 00:00:00
DISCRETE & COMBINATORIAL MATHEMATICS,1,3,1,D S MALIK,CS354,5TH ,479,CENGAGE LEARNING,now(),0000-00-00 00:00:00
DISCRETE & COMBINATORIAL MATHEMATICS,1,3,1,RALPH P GRINALD,CS355,5TH ,1026,DORLING,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICS,1,3,1,RALPH P GRINALD,CS356,7TH,,TATA MCGREW,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICS WITH APPLICATION,1,3,1,KENNETH H ROSHEN,CS357,1ST,,,now(),0000-00-00 00:00:00
DISCRETE COMBINATRIAL MATHEMATICS,1,3,1,THOMAS KORHY,CS358,4TH,1026,DORLING,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,RALPH P GRIMALDI,CS359,1ST,791,PEARSON,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,DR .K S C,CS360,1ST,392,SUDHA,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,DR .K S C,CS361,1ST,604,HIMALYA,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICS,1,3,1,DR.N G GOUDRU,CS362,3RD,582,AMITHAB,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,J K SHARMA,CS363,3RD,450,PRISM,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,DR. D S C,CS364,2002,446,NEW AGE ,now(),0000-00-00 00:00:00
DISCRETE MATHEMATICAL STRUCTURE,1,3,1,G SHANKAR RAO,CS365,,,PROFESSONAL PUBLICATION,now(),0000-00-00 00:00:00
GRAPH THEORY AND COMBINATION,1,0,1,N RADHAKRISHNA,CS366,4TH,493,PRISM,now(),0000-00-00 00:00:00
GRAPH THEORY AND COMBINATION,1,0,1,DR.D S C,CS368,4TH,438,PRISM,now(),0000-00-00 00:00:00
GRAPH THEORY AND COMBINATION,1,0,1,DR.D S C,CS369,1ST,,PROFESSIONAL,now(),0000-00-00 00:00:00
DIGITAL PRINCIPLES & APPLICATION,1,0,1,ADICHERLA MALLESH,CS370,6TH ,682,LAKSHMI,now(),0000-00-00 00:00:00
DIGITAL PRINCIPLES & APPLICATION,1,0,1,DONALD P LEACC,CS371,7TH,682,MCGRAW,now(),0000-00-00 00:00:00
LOGIC IN COMPUTER SCIENCE,1,0,1,DONALD P LEACC,CS376,2ND,427,CAMBRIDGE PRESS,now(),0000-00-00 00:00:00
LOGIC DESIGN,1,0,1,MICHEL HUTH,CS377,1ST,258,C B S PUBLICATION,now(),0000-00-00 00:00:00
MANAGEMENT,1,5,1,R S ALLURKAR,CS378,10TH,544,PEARSON,now(),0000-00-00 00:00:00
MANAGEMENT,1,5,1,STEPHEN P ROBERT,CS379,10TH,738,PEARSON,now(),0000-00-00 00:00:00
MANAGEMENT & ENTERPRENERSHIP,1,5,1,STEPHEN P ROBERT,CS380,1ST,342,SHOBHA PUBLICATION,now(),0000-00-00 00:00:00
MANAGEMENT IN ENGINEERING,1,5,1,K VENKATARAMANA,CS381,2ND,493,IMH,now(),0000-00-00 00:00:00
PRINCIPLES OF MANAGEMENT,1,5,1,GAIL FREEMAN,CS382,4TH,413,CENGAGE LEARNING,now(),0000-00-00 00:00:00
FUNDAMENTALS OF MANAGEMENT,1,5,1,P C TRUPATHI,CS383,,493,TATA MCGREW,now(),0000-00-00 00:00:00
PRINCIPLES OF MANAGEMENT,1,5,1,ROBERT IN DUSSIES,CS384,5TH ,454,TATA MCGREW,now(),0000-00-00 00:00:00
PRINCIPLES OF MANAGEMENT,1,5,1,P C TRUPATHI,CS385,5TH ,154,TATA MCGREW,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,P C TRUPATHI,CS386,1ST,,,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,PROF.RAMESH BURBURE,CS387,1ST,396,SUBHAS,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,M K PURSHOTHAM,CS388,1ST,262,EXCELL BOOKS,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,B JANAKI RAM,CS389,2008,272,I K INTERNATIONAL,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,N V R NAIDU,CS390,20114,276,I K INTERNATIONAL,now(),0000-00-00 00:00:00
MANAGEMENT AND ENTERPRENERSHIP,1,5,1,N V R NAIDU,CS391,1ST,182,NEWAGE,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,5,1,VEERABHADRAPPA,CS392,1ST,718,WILLEY ,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,0,1,ANIL K MANVI,CS395,1ST,587,B S PUBLICATION,now(),0000-00-00 00:00:00
ELECTRONIC CIRCUITS,1,0,1,ANIL K MANVI,CS396,1ST,,TECHNICAL PUBLICATIONS,now(),0000-00-00 00:00:00
ELECTRONIC CIRCUITS,1,0,1,A P GODSE,CS397,1ST,890,TECHNICAL PUBLICATIONS,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,0,1,A P GODSE,CS398,1ST,,TECHNICAL PUBLICATIONS,now(),0000-00-00 00:00:00
ANALOG AND DIGITAL ELECTRONICS,1,0,1,A P GODSE,CS399,1ST,,TECHNICAL PUBLICATIONS,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,0,1,A P GODSE,CS400,5TH ,1072,OXFORD PUBLICATION,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,0,1,DAVID,CS401,1ST,984,RBA,now(),0000-00-00 00:00:00
ELECTRONIC DEVICES AND CIRCUITS,1,0,1,N NAGOOR KANI,CS402,3RD,748,MCGRAW,now(),0000-00-00 00:00:00
INTEGRATED ELECTRONICS,1,0,1,JACOB MILLMAM,CS403,2ND,858,MCGRAW,now(),0000-00-00 00:00:00
ELECTRONIC PRINCIPLES,1,0,1,JACOB MILLMAM,CS404,7TH,1018,MCGRAW,now(),0000-00-00 00:00:00
DIGITAL SIGNAL PROCESSING,1,0,1,ALBERT MALVNO,CS405,3RD,924,MCGRAW,now(),0000-00-00 00:00:00
BASIC ELECTRONICS,1,0,1,S SALIVA HANOUR,CS406,1ST,558,PEARSON,now(),0000-00-00 00:00:00
OBJECT ORIENTED SYSTEM,1,5,1,R D SUDHAKAR SAMUL,CS407,1999,411,M C H,now(),0000-00-00 00:00:00
OBJECT ORIENTED SYSTEM,1,5,1,ALIBAHSAMIC,CS409,1999,411,T M H,now(),0000-00-00 00:00:00
OBJECT ORIENTED ANALYSIS AND DESIGN WITH APPLICATION,1,5,1,ALIBAHSAMIC,CS410,3RD,699,PEARSON,now(),0000-00-00 00:00:00
OBJECT ORIENTED ANALYSIS AND DESIGN WITH APPLICATION,1,5,1,BOOCH JOCOBSON,CS411,2ND,477,PEARSON,now(),0000-00-00 00:00:00
OBJECT ORIENTED MODELING AND DESIGN WITH UML,1,5,1,MICHEL R BLAHA,CS412,2ND,477,PEARSON,now(),0000-00-00 00:00:00
OBJECT ORIENTED DESIGN AND PATTERNS,1,5,1,MICHEL R BLAHA,CS413,STUDENT EDITION,445,WSE,now(),0000-00-00 00:00:00
PRACTICAL OBJECT ORIENTED DESIGN WITH UML,1,5,1,CAY HORSTMAN,CS414,2ND,357,TMH,now(),0000-00-00 00:00:00
OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,1,5,1,MARK PRIESTLEY,CS415,1ST,370,MCH,now(),0000-00-00 00:00:00
SOFTWARE ARCHITECTURE,1,0,1,D JAYA MALA S GEETHA,CS416,2015,318,SUNSTAR,now(),0000-00-00 00:00:00
SOFTWARE ARCHITECTURE IN PRACTICE,1,0,1,PRITI MISHRA,CS417,2ND,528,PEARSON,now(),0000-00-00 00:00:00
SOFTWARE TESTING AND ANALYSIS,1,0,1,LEN BASS,CS418,STUDENT EDITION,488,WILEY,now(),0000-00-00 00:00:00
DESIGN PATTERNS,1,0,1,MAURO PEZZE,CS419,2012,395,PEARSON,now(),0000-00-00 00:00:00
SOFTWARE ARCHITECTURE,1,0,1,ERICH GAMMA,CS421,EE,242,PEARSON,now(),0000-00-00 00:00:00
SOFTWARE ARCHITECTURE,1,0,1,MARY SHAW,CS422,EE,242,PHI,now(),0000-00-00 00:00:00
PATTERN ORIENTED SOFTWARE ARCHITECTURE,1,0,1,MARY SHAW,CS423,STUDENT EDITION,467,PHI,now(),0000-00-00 00:00:00
PATTERN ORIENTED SOFTWARE ARCHITECTURE,1,0,1,FRANK BUSHMAN,CS424,STUDENT EDITION,467,WILEY,now(),0000-00-00 00:00:00
ADVANCED COMPUTER ARCHITECTURE,1,7,1,FRANK BUSHMAN,CS426,2ND,723,WILEY,now(),0000-00-00 00:00:00
ADVANCED COMPUTER ARCHITECTURE,1,7,1,KAI HUANG,CS427,2ND,723,MCH,now(),0000-00-00 00:00:00
PARALLEL COMPUTER ARCHITECTURE,1,7,1,KAI HUANG,CS429,2002,1025,MORGAO,now(),0000-00-00 00:00:00
COMPUTER ARCHITECTURE & PARALLEL PROSSESING,1,7,1,DAVID E CELLER,CS430,PDP-11,846,MCH,now(),0000-00-00 00:00:00
INTERENET AND WWW HOW TO PROGRAMM,1,0,1,FAYE A BRIGGS,CS432,4TH,1329,PEARSON,now(),0000-00-00 00:00:00
HTML 4,1,7,1,P J DEITEL,CS433,2ND,1254,TECH MEDIA,now(),0000-00-00 00:00:00
PROGRAMMING THE WWW,1,7,1,RICK DARNELL,CS434,4TH,734,PEARSON,now(),0000-00-00 00:00:00
AJAX,1,7,1,ROBERT W SEBESTA,CS435,2011,756,DREAM TECH,now(),0000-00-00 00:00:00
WEB PROGRAMMING,1,7,1,KOGENT,CS436,3RD,654,EWILEY,now(),0000-00-00 00:00:00
CGI PROGRAMMING,1,0,1,CHRIS BATES,CS437,1ST,433,SHROFF,now(),0000-00-00 00:00:00
WEB PROGRAMMING,1,7,1,SHIBIR GUNDAVARAM,CS438,1ST,330,SUBHAS STORES,now(),0000-00-00 00:00:00
A PRIMER ON BASIS OF COMPUTER APPLICATION TO BIOLOGISTS,1,0,1,CHITRA RAVI,CS439,,149,COMPLIYMENTRY COPY,now(),0000-00-00 00:00:00
VISUAL BASIC .NET PROGRAMMING,1,0,1,N RATNAKAR RAO,CS440,5TH ,1247,DREAM TECH,now(),0000-00-00 00:00:00
PRO C# WITH .NET 3.0,1,0,1,STEVEN HOLZER,CS441,SPECIAL,1186,DREAM TECH,now(),0000-00-00 00:00:00
PROGRAMMING IN C#,1,0,1,ANDREW,CS442,3RD,508,MCH,now(),0000-00-00 00:00:00
BEGINNING J2EE 1.4,1,6,1,E BALAGURUSWAMY,CS445,,714,SHROFF,now(),0000-00-00 00:00:00
THE COMPLETE REFERENCE.J2EE,1,6,1,KEVIN MUKHAR,CS446,2010,874,TMH,now(),0000-00-00 00:00:00
JAVA FUNDAMENTALS,1,6,1,JIM KEOGH,CS447,SPECIAL,1034,MCH,now(),0000-00-00 00:00:00
JAVA & J2EE,1,0,1,HERBERT SEHILD,CS448,1ST,470,SSS,now(),0000-00-00 00:00:00
PROGRAMMING WITH JAVA,1,5,1,ASHOK KUMAR .K,CS449,2ND,453,TMH,now(),0000-00-00 00:00:00
JAVA,1,5,1,E BALAGURUSWAMY,CS450,2005,424,TMH,now(),0000-00-00 00:00:00
JAVA DESIGN PATTERNS,1,5,1,PATRICK DAUGHTEN,CS451,2000,329,PEARSON,now(),0000-00-00 00:00:00
JAVA SERVER PAGES,1,5,1,JAMES W COOPER,CS452,1ST,199,SSI,now(),0000-00-00 00:00:00
OBJECT ORIENTED CONCEPTS,1,0,1,JSP HAND BOOK,CS453,1ST,,TECHNICAL,now(),0000-00-00 00:00:00
INTRODUCTION RTO COMPUTER,1,0,1,A A PUTTAMBEKAR,CS455,7TH,628,TMH,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,PETER NORTON,CS456,2010,,EBPB,now(),0000-00-00 00:00:00
COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROCH USING C,1,0,1,RAJESH HONGAL,CS459,2006,900,THOMSON LEARNING,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,B A FOROUZAN,CS461,2012,,SRI NIDHI PUBLICATION,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,A M PADMAREDDY,CS462,2012,,SRI NIDHI,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,A M PADMAREDDY,CS463,2012,724,RALGOTIA,now(),0000-00-00 00:00:00
OBJECT ORIENTED PROGRAMMING IN TURBO C++,1,0,1,A M PADMAREDDY,CS464,1998,549,TMH,now(),0000-00-00 00:00:00
PROGRAMMING IN ANSCI C,1,0,1,ROBERT LAFORE,CS465,5TH ,558,MCH,now(),0000-00-00 00:00:00
PROGRAMMING IN ANSCI C,1,0,1,BALAGURUSWAMY,CS466,6TH ,493,MCGH,now(),0000-00-00 00:00:00
PROGRAMMING IN ANSCI C,1,0,1,BALAGURUSWAMY,CS467,3RD,658,PEARSON,now(),0000-00-00 00:00:00
PROGRAMMING C,1,0,1,BALAGURUSWAMY,CS468,2ND,594,PEARSON,now(),0000-00-00 00:00:00
PROGRAMMING WITH ANSCI & TURBO C,1,0,1,ASHOK N,CS469,6TH ,,TMH,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,ASHOK N,CS470,2011,570,DREAM TECH,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,E BALAGURUSWAMY,CS471,2010,525,KATSON,now(),0000-00-00 00:00:00
COMPUTER SCIENCE QUESTION BANK,1,0,1,VIKAS GUPTA,CS472,2006,363,EEE/PHI,now(),0000-00-00 00:00:00
COMPUTER PROGRAMMING C,1,0,1,NITHIN,CS473,8TH,322,CBS,now(),0000-00-00 00:00:00
COMPUTER SYSTEM AND PROGRAMMING IN C,1,0,1,V RAJARAMAN,CS474,2014/1ST,267,PIP,now(),0000-00-00 00:00:00
C APPLICATION PROGRAMM AND PROJECTS,1,0,1,MANISH V,CS475,2007,372,SAPNA,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND PROGRAMMING,1,0,1,DILIP M,CS476,2001,263,PHI,now(),0000-00-00 00:00:00
C PROGRAMMING LANGUAGE,1,0,1,P B KTUR,CS477,2ND,263,PHI,now(),0000-00-00 00:00:00
C PROGRAMMING LANGUAGE,1,0,1,BRAIN W KERNIGHAN,CS478,2ND,283,S CHANDAN,now(),0000-00-00 00:00:00
PC SOFTWARE & IT TOOLS,1,0,1,BRAIN W KERNIGHAN,CS479,1ST,284,WILEY,now(),0000-00-00 00:00:00
C PROGRAMMING LABORATORY,1,0,1,GAUTHAM ROY,CS480,2012,135,ACME,now(),0000-00-00 00:00:00
COMPUTER CONCEPTS AND C PROGRAMMING,1,0,1,DR. NANDINI S SINDAL,CS481,2010,188,SHIVA,now(),0000-00-00 00:00:00
COMBINED LABOROTORY ,1,0,1,B K MOHAN,CS482,2002,215,SUBAS,now(),0000-00-00 00:00:00
5 IN 1 P [CHEMISTRY CYCLE],1,0,1,AVIK BANERJE,CS483,2008,,,now(),0000-00-00 00:00:00
COMPUTER CONCEPT AND C-PROGRAMMING,1,0,1,,CS484,2006,248,S M PUBLICATION,now(),0000-00-00 00:00:00
C PROGRAMMING LABORATORY,1,0,1,MANJUNATH ARADHYA M,CS485,2014,125,SUNSTAR,now(),0000-00-00 00:00:00
ENGINEERING MATHEMATICS-III,1,3,1,R S A,CS486,2012,486,SP,now(),0000-00-00 00:00:00
ENGINEERING MATHEMATICS-III,1,3,1,DR.K S C,CS489,2012,588,SP,now(),0000-00-00 00:00:00
ENGINEERING MATHEMATICS-III,1,3,1,DR.K S C,CS491,2012,795,NEW AGE,now(),0000-00-00 00:00:00
THEORY AND PROBLEMS IN MATHEMATICS,1,3,1,DR.K S C,CS492,2005,628,BOSCOSS,now(),0000-00-00 00:00:00
